Country Name,Year,"School enrollment, primary, male (% gross)","School enrollment, primary, female (% gross)"
Iceland,1987,97.87714,97.42067
Iceland,1988,99.96101,99.91058
Iceland,1989,100.91278,101.36397
Iceland,1990,0,0
Iceland,1991,0,0
Iceland,1992,0,0
Iceland,1993,99.00573,98.6697
Iceland,1994,97.39987,97.37368
Iceland,1995,97.98886,97.81334
Iceland,1996,97.6343,98.51683
Iceland,1997,98.18753,98.9372
Iceland,1998,99.91501,99.23622
Iceland,1999,102.3218,99.81569
Iceland,2000,104.1275,101.80556
Iceland,2001,103.72765,102.01058
Iceland,2002,100.32856,98.7336
Iceland,2003,99.29633,97.23144
Iceland,2004,97.7699,95.51192
Iceland,2005,98.0117,95.66197
Iceland,2006,97.71775,96.88257
Iceland,2007,97.82456,98.45805
Iceland,2008,98.90994,99.58678
Iceland,2009,99.65884,100.11602
Iceland,2010,98.99003,99.63761
Iceland,2011,98.64409,98.98411
Iceland,2012,98.01765,98.41895
Iceland,2013,98.43862,97.78287
Iceland,2014,98.65022,97.70069
Iceland,2015,98.67192,98.57701
Iceland,2016,99.58274,99.48309
Iceland,2017,100.35396,100.34877
Iceland,2018,0,0
Japan,1970,0,0
Japan,1971,0,0
Japan,1972,0,0
Japan,1973,0,0
Japan,1974,0,0
Japan,1975,0,0
Japan,1976,0,0
Japan,1977,0,0
Japan,1978,0,0
Japan,1979,0,0
Japan,1980,0,0
Japan,1981,0,0
Japan,1982,0,0
Japan,1983,0,0
Japan,1984,0,0
Japan,1985,0,0
Japan,1986,0,0
Japan,1987,0,0
Japan,1988,0,0
Japan,1989,0,0
Japan,1990,0,0
Japan,1991,0,0
Japan,1992,0,0
Japan,1993,0,0
Japan,1994,0,0
Japan,1995,0,0
Japan,1996,0,0
Japan,1997,0,0
Japan,1998,0,0
Japan,1999,0,0
Japan,2000,0,0
Japan,2001,0,0
Japan,2002,0,0
Japan,2003,0,0
Japan,2004,0,0
Japan,2005,0,0
Japan,2006,0,0
Japan,2007,0,0
Japan,2008,0,0
Japan,2009,0,0
Japan,2010,0,0
Japan,2011,0,0
Japan,2012,0,0
Japan,2013,0,0
Japan,2014,0,0
Japan,2015,0,0
Japan,2016,0,0
Japan,2017,0,0
Japan,2018,0,0
Lebanon,1970,0,0
Lebanon,1971,145.81152,125.66255
Lebanon,1972,0,0
Lebanon,1973,0,0
Lebanon,1974,138.61631,129.31907
Lebanon,1975,0,0
Lebanon,1976,0,0
Lebanon,1977,0,0
Lebanon,1978,0,0
Lebanon,1979,0,0
Lebanon,1980,0,0
Lebanon,1981,0,0
Lebanon,1982,123.27615,115.46615
Lebanon,1983,118.17864,108.02945
Lebanon,1984,0,0
Lebanon,1985,99.37543,90.58411
Lebanon,1986,0,0
Lebanon,1987,0,0
Lebanon,1988,0,0
Lebanon,1989,0,0
Lebanon,1990,0,0
Lebanon,1991,0,0
Lebanon,1992,0,0
Lebanon,1993,0,0
Lebanon,1994,0,0
Lebanon,1995,0,0
Lebanon,1996,0,0
Lebanon,1997,0,0
Lebanon,1998,0,0
Lebanon,1999,0,0
Lebanon,2000,0,0
Lebanon,2001,0,0
Lebanon,2002,0,0
Lebanon,2003,0,0
Lebanon,2004,0,0
Lebanon,2005,0,0
Lebanon,2006,0,0
Lebanon,2007,0,0
Lebanon,2008,0,0
Lebanon,2009,0,0
Lebanon,2010,0,0
Lebanon,2011,0,0
Lebanon,2012,0,0
Lebanon,2013,0,0
Lebanon,2014,0,0
Lebanon,2015,0,0
Lebanon,2016,0,0
Lebanon,2017,0,0
Lebanon,2018,0,0
Libya,1970,0,0
Libya,1971,126.24381,75.66619
Libya,1972,133.46603,88.78687
Libya,1973,133.97258,99.92914
Libya,1974,129.76452,106.3821
Libya,1975,127.87327,109.40184
Libya,1976,126.5861,111.40769
Libya,1977,121.16711,110.05168
Libya,1978,115.01364,105.64174
Libya,1979,120.26071,110.43665
Libya,1980,117.61517,108.30018
Libya,1981,115.24777,107.62514
Libya,1982,0,0
Libya,1983,116.90793,109.07656
Libya,1984,0,0
Libya,1985,0,0
Libya,1986,111.98414,105.53563
Libya,1987,0,0
Libya,1988,0,0
Libya,1989,0,0
Libya,1990,0,0
Libya,1991,0,0
Libya,1992,0,0
Libya,1993,0,0
Libya,1994,0,0
Libya,1995,0,0
Libya,1996,0,0
Libya,1997,0,0
Libya,1998,0,0
Libya,1999,108.45832,106.92603
Libya,2000,0,0
Libya,2001,102.73537,104.52957
Libya,2002,103.19533,103.30911
Libya,2003,104.81064,101.61346
Libya,2004,106.96891,103.8996
Libya,2005,102.69798,101.4564
Libya,2006,111.30974,106.59642
Libya,2007,0,0
Libya,2008,0,0
Libya,2009,0,0
Libya,2010,0,0
Libya,2011,0,0
Libya,2012,0,0
Libya,2013,0,0
Libya,2014,0,0
Libya,2015,0,0
Libya,2016,0,0
Libya,2017,0,0
Libya,2018,0,0
Sri Lanka,1970,106.03214,96.49003
Sri Lanka,1971,103.31967,102.94816
Sri Lanka,1972,0,0
Sri Lanka,1973,0,0
Sri Lanka,1974,0,0
Sri Lanka,1975,86.02126,79.06304
Sri Lanka,1976,85.1485,78.57155
Sri Lanka,1977,90.18084,83.27344
Sri Lanka,1978,114.44251,105.6303
Sri Lanka,1979,0,0
Sri Lanka,1980,122.04292,116.22724
Sri Lanka,1981,124.75023,119.58255
Sri Lanka,1982,124.37944,119.80939
Sri Lanka,1983,123.57404,118.93133
Sri Lanka,1984,123.1583,118.71653
Sri Lanka,1985,123.89061,119.43796
Sri Lanka,1986,125.35289,121.01347
Sri Lanka,1987,109.54565,105.50741
Sri Lanka,1988,110.88215,107.0375
Sri Lanka,1989,111.81723,108.2132
Sri Lanka,1990,111.69,107.94285
Sri Lanka,1991,111.74703,107.98252
Sri Lanka,1992,109.66911,106.08076
Sri Lanka,1993,108.60755,105.55213
Sri Lanka,1994,108.20701,105.06324
Sri Lanka,1995,111.04719,107.79348
Sri Lanka,1996,106.33787,103.73214
Sri Lanka,1997,0,0
Sri Lanka,1998,108.11546,105.82817
Sri Lanka,1999,0,0
Sri Lanka,2000,0,0
Sri Lanka,2001,108.63108,106.93053
Sri Lanka,2002,106.66938,105.40116
Sri Lanka,2003,103.06099,102.49141
Sri Lanka,2004,94.57353,100.8334
Sri Lanka,2005,99.83376,99.28779
Sri Lanka,2006,99.34748,98.44568
Sri Lanka,2007,98.86997,97.69085
Sri Lanka,2008,97.93264,96.60648
Sri Lanka,2009,95.75162,94.04776
Sri Lanka,2010,100.74422,98.24813
Sri Lanka,2011,101.51485,97.51822
Sri Lanka,2012,101.13022,98.76951
Sri Lanka,2013,101.85019,99.42777
Sri Lanka,2014,102.51886,100.18917
Sri Lanka,2015,102.737,100.57343
Sri Lanka,2016,102.55836,100.37505
Sri Lanka,2017,101.35095,99.90265
Sri Lanka,2018,100.69527,99.61806
Norway,1970,0,0
Norway,1971,98.88047,108.8949
Norway,1972,103.94992,103.83684
Norway,1973,100.23423,100.5145
Norway,1974,100.95314,101.10749
Norway,1975,101.19105,101.51233
Norway,1976,100.6439,100.93736
Norway,1977,100.87307,100.91738
Norway,1978,99.9141,100.09641
Norway,1979,99.39863,99.65198
Norway,1980,99.24925,99.68362
Norway,1981,99.40388,99.49742
Norway,1982,99.06363,99.23882
Norway,1983,98.21491,98.35333
Norway,1984,97.65802,97.91159
Norway,1985,96.78665,96.83579
Norway,1986,96.81026,96.81255
Norway,1987,97.28423,97.67172
Norway,1988,98.24171,98.05527
Norway,1989,99.17842,99.09309
Norway,1990,100.1284,100.24413
Norway,1991,100.42335,100.32546
Norway,1992,99.99494,100.05721
Norway,1993,98.86503,99.2189
Norway,1994,98.65485,98.80464
Norway,1995,98.54811,98.42259
Norway,1996,98.53917,98.58086
Norway,1997,84.23457,84.43869
Norway,1998,100.1519,100.37191
Norway,1999,100.84317,100.66499
Norway,2000,100.7246,100.98357
Norway,2001,100.77973,100.95433
Norway,2002,100.07585,100.33012
Norway,2003,99.95142,100.02044
Norway,2004,99.2699,99.43913
Norway,2005,98.36917,98.66178
Norway,2006,98.27813,98.9296
Norway,2007,99.00529,99.1521
Norway,2008,99.13787,99.39836
Norway,2009,99.00187,99.31741
Norway,2010,98.93186,99.23571
Norway,2011,99.30276,99.50677
Norway,2012,99.67776,100.09844
Norway,2013,100.27058,100.17448
Norway,2014,99.86322,99.79021
Norway,2015,100.03813,99.76582
Norway,2016,100.33622,100.11042
Norway,2017,100.30022,100.21819
Norway,2018,0,0
New Zealand,1970,111.54781,109.51926
New Zealand,1971,109.69293,107.57369
New Zealand,1972,107.85158,106.24733
New Zealand,1973,106.73215,104.93619
New Zealand,1974,106.54355,104.06057
New Zealand,1975,107.92242,105.49898
New Zealand,1976,109.24963,106.98157
New Zealand,1977,110.09987,107.90184
New Zealand,1978,110.30056,108.11869
New Zealand,1979,109.86398,107.58067
New Zealand,1980,108.19498,106.01189
New Zealand,1981,105.96203,103.49964
New Zealand,1982,105.663,102.87406
New Zealand,1983,104.98626,102.21213
New Zealand,1984,105.53284,103.43119
New Zealand,1985,106.30582,104.37171
New Zealand,1986,105.68102,104.30796
New Zealand,1987,106.26856,105.09088
New Zealand,1988,104.99073,104.42001
New Zealand,1989,104.5654,103.49711
New Zealand,1990,105.69083,103.74187
New Zealand,1991,103.08825,102.02305
New Zealand,1992,101.44521,100.39098
New Zealand,1993,100.46859,99.84147
New Zealand,1994,100.24938,99.80685
New Zealand,1995,101.66457,101.36679
New Zealand,1996,100.39059,100.03069
New Zealand,1997,101.78105,101.10399
New Zealand,1998,102.01406,101.5773
New Zealand,1999,100.60794,100.43995
New Zealand,2000,99.45583,99.6308
New Zealand,2001,98.08353,97.49062
New Zealand,2002,97.61746,97.13856
New Zealand,2003,98.66995,98.1814
New Zealand,2004,98.87743,98.17049
New Zealand,2005,100.12016,99.29473
New Zealand,2006,100.53192,99.81092
New Zealand,2007,100.73705,100.46344
New Zealand,2008,101.10457,100.84891
New Zealand,2009,100.98804,101.14229
New Zealand,2010,100.95279,101.277
New Zealand,2011,99.42703,100.14609
New Zealand,2012,98.01148,98.70183
New Zealand,2013,97.62525,98.28005
New Zealand,2014,97.46127,97.79055
New Zealand,2015,97.68881,98.21236
New Zealand,2016,98.46164,99.20377
New Zealand,2017,99.7651,100.19743
New Zealand,2018,0,0
Pakistan,1970,0,0
Pakistan,1971,70.39636,26.93189
Pakistan,1972,69.70851,27.2975
Pakistan,1973,71.65698,30.0251
Pakistan,1974,74.89918,31.46306
Pakistan,1975,75.14126,31.97473
Pakistan,1976,75.82232,33.67024
Pakistan,1977,78.57801,33.5872
Pakistan,1978,66.2323,32.84909
Pakistan,1979,66.02255,32.58672
Pakistan,1980,64.90922,32.62164
Pakistan,1981,65.92495,33.75872
Pakistan,1982,66.55772,34.79239
Pakistan,1983,69.82658,35.68336
Pakistan,1984,69.96021,35.90174
Pakistan,1985,71.69598,37.38382
Pakistan,1986,71.79915,38.0559
Pakistan,1987,74.77975,39.26491
Pakistan,1988,74.70672,40.01456
Pakistan,1989,75.40681,39.85985
Pakistan,1990,75.80545,40.4436
Pakistan,1991,0,0
Pakistan,1992,0,0
Pakistan,1993,0,0
Pakistan,1994,0,0
Pakistan,1995,0,0
Pakistan,1996,0,0
Pakistan,1997,0,0
Pakistan,1998,0,0
Pakistan,1999,0,0
Pakistan,2000,83.95615,57.06668
Pakistan,2001,83.81426,57.01294
Pakistan,2002,83.88115,57.13639
Pakistan,2003,83.83887,60.91778
Pakistan,2004,88.56481,64.91
Pakistan,2005,91.50459,70.34328
Pakistan,2006,86.64995,68.56943
Pakistan,2007,90.36279,75.29171
Pakistan,2008,90.03915,75.90518
Pakistan,2009,90.20036,77.07291
Pakistan,2010,90.99827,77.63804
Pakistan,2011,86.69284,74.51299
Pakistan,2012,85.64099,74.64866
Pakistan,2013,84.9642,73.89344
Pakistan,2014,90.68501,77.39932
Pakistan,2015,91.42446,78.25324
Pakistan,2016,98.22488,83.88247
Pakistan,2017,96.99446,83.70682
Pakistan,2018,101.97848,86.11134
Singapore,1970,0,0
Singapore,1971,0,0
Singapore,1972,0,0
Singapore,1973,0,0
Singapore,1974,0,0
Singapore,1975,0,0
Singapore,1976,0,0
Singapore,1977,0,0
Singapore,1978,0,0
Singapore,1979,0,0
Singapore,1980,0,0
Singapore,1981,0,0
Singapore,1982,0,0
Singapore,1983,0,0
Singapore,1984,0,0
Singapore,1985,0,0
Singapore,1986,0,0
Singapore,1987,0,0
Singapore,1988,0,0
Singapore,1989,0,0
Singapore,1990,0,0
Singapore,1991,0,0
Singapore,1992,0,0
Singapore,1993,0,0
Singapore,1994,0,0
Singapore,1995,0,0
Singapore,1996,0,0
Singapore,1997,0,0
Singapore,1998,0,0
Singapore,1999,0,0
Singapore,2000,0,0
Singapore,2001,0,0
Singapore,2002,0,0
Singapore,2003,0,0
Singapore,2004,0,0
Singapore,2005,0,0
Singapore,2006,0,0
Singapore,2007,0,0
Singapore,2008,0,0
Singapore,2009,0,0
Singapore,2010,0,0
Singapore,2011,0,0
Singapore,2012,0,0
Singapore,2013,0,0
Singapore,2014,0,0
Singapore,2015,0,0
Singapore,2016,100.85035,100.69286
Singapore,2017,100.67982,100.57172
Singapore,2018,0,0
Sweden,1970,0,0
Sweden,1971,93.13761,94.95933
Sweden,1972,94.95366,96.71553
Sweden,1973,96.29217,97.86961
Sweden,1974,98.21315,99.27928
Sweden,1975,99.88297,100.85034
Sweden,1976,100.67841,101.54925
Sweden,1977,100.04317,100.74478
Sweden,1978,98.62836,99.03973
Sweden,1979,98.36873,98.26392
Sweden,1980,97.27604,97.27787
Sweden,1981,96.44336,96.55186
Sweden,1982,96.93008,96.90768
Sweden,1983,97.69776,97.84365
Sweden,1984,98.22197,98.03949
Sweden,1985,97.2677,98.4505
Sweden,1986,97.80946,97.55821
Sweden,1987,98.27441,98.05597
Sweden,1988,98.58497,98.41473
Sweden,1989,98.7937,98.75798
Sweden,1990,99.48998,99.54328
Sweden,1991,99.61612,99.8375
Sweden,1992,100.17769,100.49358
Sweden,1993,103.541,105.03564
Sweden,1994,103.42572,104.94942
Sweden,1995,103.51195,105.01047
Sweden,1996,103.64884,105.16163
Sweden,1997,104.20767,105.73973
Sweden,1998,108.3311,112.07185
Sweden,1999,108.31923,111.56732
Sweden,2000,108.24982,111.02194
Sweden,2001,108.31652,111.07645
Sweden,2002,107.07614,110.00252
Sweden,2003,105.96536,108.67284
Sweden,2004,97.54324,97.0805
Sweden,2005,95.94527,95.65748
Sweden,2006,95.7624,95.52782
Sweden,2007,96.82883,96.55985
Sweden,2008,98.96737,98.44897
Sweden,2009,100.14228,99.65077
Sweden,2010,101.69725,101.16406
Sweden,2011,100.62391,100.22249
Sweden,2012,102.00091,101.84269
Sweden,2013,117.05366,123.98248
Sweden,2014,117.6599,124.23183
Sweden,2015,120.48721,125.52125
Sweden,2016,123.2888,126.49916
Sweden,2017,125.75098,127.44611
Sweden,2018,0,0
Syrian Arab Republic,1970,0,0
Syrian Arab Republic,1971,102.62687,59.56499
Syrian Arab Republic,1972,105.98369,64.49097
Syrian Arab Republic,1973,110.56544,70.2155
Syrian Arab Republic,1974,111.28827,72.80402
Syrian Arab Republic,1975,112.14063,74.05574
Syrian Arab Republic,1976,113.39213,76.31651
Syrian Arab Republic,1977,112.15634,77.1718
Syrian Arab Republic,1978,110.42466,77.548
Syrian Arab Republic,1979,109.06058,78.37488
Syrian Arab Republic,1980,107.80701,81.55292
Syrian Arab Republic,1981,107.34093,83.3533
Syrian Arab Republic,1982,107.2547,86.10095
Syrian Arab Republic,1983,106.60989,87.44976
Syrian Arab Republic,1984,107.5968,90.59502
Syrian Arab Republic,1985,108.22095,93.18552
Syrian Arab Republic,1986,109.15315,95.95113
Syrian Arab Republic,1987,111.21201,99.58427
Syrian Arab Republic,1988,110.40311,99.29893
Syrian Arab Republic,1989,111.15203,100.2457
Syrian Arab Republic,1990,110.46349,99.85558
Syrian Arab Republic,1991,111.87321,101.27458
Syrian Arab Republic,1992,113.1645,102.52013
Syrian Arab Republic,1993,111.98202,102.07614
Syrian Arab Republic,1994,112.05891,102.27757
Syrian Arab Republic,1995,111.43239,101.77277
Syrian Arab Republic,1996,111.03472,101.31121
Syrian Arab Republic,1997,110.2041,100.82476
Syrian Arab Republic,1998,108.87602,100.76796
Syrian Arab Republic,1999,110.45673,101.46225
Syrian Arab Republic,2000,111.38281,103.04402
Syrian Arab Republic,2001,113.20884,105.81176
Syrian Arab Republic,2002,115.12185,108.23428
Syrian Arab Republic,2003,124.08109,118.68912
Syrian Arab Republic,2004,123.20741,118.59174
Syrian Arab Republic,2005,122.12797,118.6331
Syrian Arab Republic,2006,119.5004,116.26877
Syrian Arab Republic,2007,117.70672,114.52634
Syrian Arab Republic,2008,117.02352,113.85745
Syrian Arab Republic,2009,116.64243,113.13203
Syrian Arab Republic,2010,118.82916,114.71897
Syrian Arab Republic,2011,123.585,119.51671
Syrian Arab Republic,2012,130.7886,126.0301
Syrian Arab Republic,2013,83.06492,80.203
Syrian Arab Republic,2014,0,0
Syrian Arab Republic,2015,0,0
Syrian Arab Republic,2016,0,0
Syrian Arab Republic,2017,0,0
Syrian Arab Republic,2018,0,0
United States,1970,0,0
United States,1971,0,0
United States,1972,0,0
United States,1973,0,0
United States,1974,0,0
United States,1975,0,0
United States,1976,0,0
United States,1977,0,0
United States,1978,0,0
United States,1979,0,0
United States,1980,0,0
United States,1981,0,0
United States,1982,0,0
United States,1983,0,0
United States,1984,0,0
United States,1985,0,0
United States,1986,0,0
United States,1987,0,0
United States,1988,0,0
United States,1989,0,0
United States,1990,0,0
United States,1991,0,0
United States,1992,0,0
United States,1993,0,0
United States,1994,0,0
United States,1995,0,0
United States,1996,0,0
United States,1997,0,0
United States,1998,0,0
United States,1999,0,0
United States,2000,0,0
United States,2001,0,0
United States,2002,0,0
United States,2003,0,0
United States,2004,0,0
United States,2005,102.41138,101.3106
United States,2006,0,0
United States,2007,0,0
United States,2008,0,0
United States,2009,0,0
United States,2010,100.82667,99.81811
United States,2011,99.1939,99.59456
United States,2012,99.90838,98.38959
United States,2013,99.85975,99.03338
United States,2014,99.83744,99.50208
United States,2015,100.31204,100.28726
United States,2016,101.44578,101.27641
United States,2017,102.20446,101.422
United States,2018,0,0
